report_id,report_text,sif_potential,life_saving_rule,activity,location,barrier_failure,report_type,site
OIL_00155,Personnel were observed performing grinding despite insufficient fire watch. Work was stopped and the unsafe condition was corrected.,1,Hot Work,grinding,Production Facility,insufficient fire watch,Near Miss,Tripura Field
OIL_00156,"During routine work, poor rigging was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,crane lifting,Construction Area,poor rigging,UC Observation,Gujarat Field
OIL_00157,A near miss occurred during gas cutting when flammable material not removed was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Hot Work,gas cutting,Fabrication Yard,flammable material not removed,UA Observation,Tripura Field
OIL_00158,"During transportation, a minor issue involving driver distraction was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,transportation,Production Field,driver distraction,UC Observation,Bihar Field
OIL_00159,"During site shuttle, a worker was exposed to a potentially serious hazard because of seat belt not used. The condition was identified before an injury occurred.",1,Driving,site shuttle,Production Field,seat belt not used,Near Miss,Digboi Field
OIL_00160,A near miss occurred during confined space entry when inadequate ventilation was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Confined Space,confined space entry,Production Facility,inadequate ventilation,UC Observation,West Bengal Field
OIL_00161,A routine inspection identified minor procedural deviation during material storage. The issue was corrected without significant safety exposure.,0,None,material storage,Workshop,minor procedural deviation,UA Observation,Rajasthan Field
OIL_00162,"During housekeeping, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,housekeeping,Administrative Building,minor procedural deviation,UA Observation,Assam Field
OIL_00163,"During routine work, missing fall protection was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,scaffold work,Maintenance Area,missing fall protection,UC Observation,Bihar Field
OIL_00164,Personnel were observed during electrical maintenance; missing isolation verification was noted and corrected as a routine safety improvement.,0,None,electrical maintenance,Production Facility,missing isolation verification,UC Observation,Assam Field
OIL_00165,"During vehicle driving, a minor issue involving fatigue was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,vehicle driving,Production Field,fatigue,UA Observation,Odisha Field
OIL_00166,Personnel were observed during routine inspection; minor procedural deviation was noted and corrected as a routine safety improvement.,0,None,routine inspection,Workshop,minor procedural deviation,UA Observation,West Bengal Field
OIL_00167,Personnel were observed performing vehicle driving despite driver distraction. Work was stopped and the unsafe condition was corrected.,1,Driving,vehicle driving,Field Road,driver distraction,UA Observation,Rajasthan Field
OIL_00168,"During routine work, minor procedural deviation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,routine inspection,Office,minor procedural deviation,UC Observation,Rajasthan Field
OIL_00169,Personnel were observed during rigging operation; inadequate lifting plan was noted and corrected as a routine safety improvement.,0,None,rigging operation,Drilling Site,inadequate lifting plan,UC Observation,Gujarat Field
OIL_00170,Personnel were observed during electrical repair; inadequate grounding was noted and corrected as a routine safety improvement.,0,None,electrical repair,Production Facility,inadequate grounding,UA Observation,Digboi Field
OIL_00171,A routine inspection identified missing utility identification during trenching. The issue was corrected without significant safety exposure.,0,Excavation,trenching,Pipeline Corridor,missing utility identification,UA Observation,Naharkatiya Field
OIL_00172,"During routine work, exposed live conductor was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,electrical testing,Workshop,exposed live conductor,UA Observation,Duliajan Field
OIL_00173,"During routine operations, no gas testing was identified while carrying out pit cleaning. Immediate intervention was required to prevent a serious incident.",1,Confined Space,pit cleaning,Production Facility,no gas testing,UA Observation,Digboi Field
OIL_00174,"During routine work, obstruction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,office activity,Warehouse,obstruction,UA Observation,Odisha Field
OIL_00175,A low-severity observation was recorded during pressure testing involving unsafe positioning. No high-consequence hazard was identified.,0,Line of Fire,pressure testing,Construction Area,unsafe positioning,UC Observation,Bihar Field
OIL_00176,Personnel were observed during tank cleaning; inadequate rescue arrangement was noted and corrected as a routine safety improvement.,0,None,tank cleaning,Process Vessel,inadequate rescue arrangement,UA Observation,Gujarat Field
OIL_00177,"During hot work maintenance, a minor issue involving missing hot-work permit was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,hot work maintenance,Tank Farm,missing hot-work permit,UC Observation,Bihar Field
OIL_00178,"During routine operations, overloaded crane was identified while carrying out crane lifting. Immediate intervention was required to prevent a serious incident.",1,Lifting Operations,crane lifting,Warehouse,overloaded crane,UC Observation,Tripura Field
OIL_00179,"During cable installation, a worker was exposed to a potentially serious hazard because of missing electrical isolation. The condition was identified before an injury occurred.",1,Electrical Safety,cable installation,Pump Station,missing electrical isolation,Near Miss,Assam Field
OIL_00180,"During grinding, a minor issue involving inadequate gas testing was observed. No significant exposure to serious injury or fatality potential was identified.",0,Hot Work,grinding,Workshop,inadequate gas testing,UA Observation,Duliajan Field
OIL_00181,"During underground utility work, a minor issue involving unsafe access was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,underground utility work,Construction Site,unsafe access,UA Observation,Duliajan Field
